uid,dim_x,dim_y,dim_z,spacing_x,spacing_y,spacing_z,n_voxels,fov_x_mm,fov_y_mm,fov_z_mm,dtype,isotropic
w3zp08j3,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
trp0j43d,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
5iqvnb4g,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
h2m5zja8,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
dzr1yxr2,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
dhylurtp,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
0lzjjege,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
t1ghr09s,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
kdgigatj,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
9tze5r5u,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
qpgb7r3o,128,128,90,1.468269944190979,1.468269944190979,1.5,1474560,187.9385528564453,187.9385528564453,135.0,uint16,False
cwbfuk9e,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
1v2isqp4,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
9kwv08hh,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
xfgcaqvk,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
izzqy72w,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
x7ptx63c,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
fl0ukeyz,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
7srcbplj,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
d84u89yj,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
b1qx6gvw,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
rdmly4ly,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
k83tqll8,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
os9xtogn,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
1w1ht7pz,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
e9vifttd,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
96qe3rzs,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
j49itn7s,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
55j2o7s3,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
kkv9rftm,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
ttqlgzui,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
1b0z3nx3,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
9rbsv55p,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
sq0oxfq8,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
myx444nl,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
z15bcw79,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
0pdw5py6,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
b2knftu2,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
gc5wi6fq,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
jja26yfp,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
mvxpj4hn,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
riuu9k9x,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
juy0bvr6,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
k2vmwwyz,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
x4w6xlpu,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
0dk0get8,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
t63j3r30,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
me8f8409,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
82n2atqy,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
yv37dia5,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
u6hc36ko,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
f8krd5eq,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
y08p0fod,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
ro8bnp84,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
dyt9moge,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
4qxxva2i,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
euc1hh5l,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
f6a4fejg,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
xaa2ilgb,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
0s0r2sds,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
8b25sq8c,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
royr6ccv,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
cjwtl9tq,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
vdz4x1zh,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
qimqodpx,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
nf7c3dd0,128,128,128,3.8953697681427,3.8953697681427,3.8953697681427,2097152,498.6073303222656,498.6073303222656,498.6073303222656,uint16,True
3uvulemx,128,128,44,1.612339973449707,1.612339973449707,3.0,720896,206.3795166015625,206.3795166015625,132.0,uint16,False
15z8vmuh,128,128,45,1.5094399452209473,1.5094399452209473,3.0,737280,193.20831298828125,193.20831298828125,135.0,uint16,False
xid4n1u3,128,128,44,1.5711899995803833,1.5711899995803833,3.0,720896,201.11231994628906,201.11231994628906,132.0,uint16,False
493wxa73,128,128,45,1.5437300205230713,1.5437300205230713,3.0,737280,197.59744262695312,197.59744262695312,135.0,uint16,False
jgzlma5u,128,128,45,1.62608003616333,1.62608003616333,3.0,737280,208.13824462890625,208.13824462890625,135.0,uint16,False
ofwb0hpm,128,128,49,1.6535199880599976,1.6535199880599976,3.0,802816,211.6505584716797,211.6505584716797,147.0,uint16,False
nz1udbfw,128,128,45,1.6192200183868408,1.6192200183868408,3.0,737280,207.26016235351562,207.26016235351562,135.0,uint16,False
yjxrpj1e,128,128,45,1.639799952507019,1.639799952507019,3.0,737280,209.89439392089844,209.89439392089844,135.0,uint16,False
pkyrybov,128,128,45,1.564329981803894,1.564329981803894,3.0,737280,200.23423767089844,200.23423767089844,135.0,uint16,False
akhejla0,128,128,45,1.5849100351333618,1.5849100351333618,3.0,737280,202.8684844970703,202.8684844970703,135.0,uint16,False
gnzs43c5,128,128,90,1.468269944190979,1.468269944190979,1.5,1474560,187.9385528564453,187.9385528564453,135.0,uint16,False
ba75uuzp,128,128,90,1.45455002784729,1.45455002784729,1.5,1474560,186.18240356445312,186.18240356445312,135.0,uint16,False
eal2w37d,128,128,90,1.468269944190979,1.468269944190979,1.5,1474560,187.9385528564453,187.9385528564453,135.0,uint16,False
4ivsolml,128,128,90,1.468269944190979,1.468269944190979,1.5,1474560,187.9385528564453,187.9385528564453,135.0,uint16,False
gses6m03,128,128,45,1.530019998550415,1.530019998550415,3.0,737280,195.84255981445312,195.84255981445312,135.0,uint16,False
3ifhv1xg,128,128,90,1.468269944190979,1.468269944190979,1.5,1474560,187.9385528564453,187.9385528564453,135.0,uint16,False
1r11q7uw,128,128,96,1.4819799661636353,1.4819799661636353,1.5,1572864,189.6934356689453,189.6934356689453,144.0,uint16,False
w5wfcpkj,128,128,86,1.468269944190979,1.468269944190979,1.5,1409024,187.9385528564453,187.9385528564453,129.0,uint16,False
cslqc3c5,128,128,90,1.4614100456237793,1.4614100456237793,1.5,1474560,187.06048583984375,187.06048583984375,135.0,uint16,False
4wsqt26q,128,128,45,1.5368800163269043,1.5368800163269043,3.0,737280,196.72064208984375,196.72064208984375,135.0,uint16,False
3xlrfcd6,128,128,90,1.468269944190979,1.468269944190979,1.5,1474560,187.9385528564453,187.9385528564453,135.0,uint16,False
mzsgipps,128,128,50,1.530019998550415,1.530019998550415,3.0,819200,195.84255981445312,195.84255981445312,150.0,uint16,False
fnkomv2x,128,128,50,1.591770052909851,1.591770052909851,3.0,819200,203.74656677246094,203.74656677246094,150.0,uint16,False
cdyk0x65,128,128,55,1.6535199880599976,1.6535199880599976,3.0,901120,211.6505584716797,211.6505584716797,165.0,uint16,False
mufm8zov,128,128,48,1.7564400434494019,1.7564400434494019,3.0,786432,224.82432556152344,224.82432556152344,144.0,uint16,False
7ln23y30,128,128,50,1.6192200183868408,1.6192200183868408,3.0,819200,207.26016235351562,207.26016235351562,150.0,uint16,False
ysxpnngh,128,128,45,1.6535199880599976,1.6535199880599976,3.0,737280,211.6505584716797,211.6505584716797,135.0,uint16,False
8riec4d1,128,128,46,1.6192200183868408,1.6192200183868408,3.0,753664,207.26016235351562,207.26016235351562,138.0,uint16,False
45bm1enf,128,128,45,1.62608003616333,1.62608003616333,3.0,737280,208.13824462890625,208.13824462890625,135.0,uint16,False
313fpoyi,128,128,45,1.5231599807739258,1.5231599807739258,3.0,737280,194.9644775390625,194.9644775390625,135.0,uint16,False
pk0qtl3q,128,128,49,1.598620057106018,1.598620057106018,3.0,802816,204.6233673095703,204.6233673095703,147.0,uint16,False
4n89qkns,128,128,45,1.5025800466537476,1.5025800466537476,3.0,737280,192.3302459716797,192.3302459716797,135.0,uint16,False
832ejx5t,128,128,45,1.5231599807739258,1.5231599807739258,3.0,737280,194.9644775390625,194.9644775390625,135.0,uint16,False
d44k1j6f,128,128,84,1.3722200393676758,1.3722200393676758,1.5,1376256,175.6441650390625,175.6441650390625,126.0,uint16,False
p8hqmabs,128,128,90,1.45455002784729,1.45455002784729,1.5,1474560,186.18240356445312,186.18240356445312,135.0,uint16,False
i9nb74x2,128,128,90,1.4133800268173218,1.4133800268173218,1.5,1474560,180.9126434326172,180.9126434326172,135.0,uint16,False
ek3zezqa,128,128,90,1.468269944190979,1.468269944190979,1.5,1474560,187.9385528564453,187.9385528564453,135.0,uint16,False
cj4t0sek,128,128,52,1.6329400539398193,1.6329400539398193,3.0,851968,209.01632690429688,209.01632690429688,156.0,uint16,False
kbp2qd6v,128,128,94,1.468269944190979,1.468269944190979,1.5,1540096,187.9385528564453,187.9385528564453,141.0,uint16,False
asifpwio,128,128,56,1.674090027809143,1.674090027809143,3.0,917504,214.2835235595703,214.2835235595703,168.0,uint16,False
xd9css9t,128,128,57,1.7084100246429443,1.7084100246429443,3.0,933888,218.67648315429688,218.67648315429688,171.0,uint16,False
oqw9ja2m,128,128,45,1.5368800163269043,1.5368800163269043,3.0,737280,196.72064208984375,196.72064208984375,135.0,uint16,False
0w10lbt3,128,128,102,1.4957200288772583,1.4957200288772583,1.5,1671168,191.45216369628906,191.45216369628906,153.0,uint16,False
g2qzw3c1,128,128,49,1.6535199880599976,1.6535199880599976,3.0,802816,211.6505584716797,211.6505584716797,147.0,uint16,False
qkbhb7s9,128,128,55,1.639799952507019,1.639799952507019,3.0,901120,209.89439392089844,209.89439392089844,165.0,uint16,False
t64z7w2s,128,128,41,1.639799952507019,1.639799952507019,3.0,671744,209.89439392089844,209.89439392089844,123.0,uint16,False
ehe2atn2,128,128,45,1.7564400434494019,1.7564400434494019,3.0,737280,224.82432556152344,224.82432556152344,135.0,uint16,False
twdl9zs1,128,128,45,1.7426999807357788,1.7426999807357788,3.0,737280,223.0655975341797,223.0655975341797,135.0,uint16,False
3c9xqym5,128,128,49,1.6329400539398193,1.6329400539398193,3.0,802816,209.01632690429688,209.01632690429688,147.0,uint16,False
2xg8p6be,128,128,90,1.468269944190979,1.468269944190979,1.5,1474560,187.9385528564453,187.9385528564453,135.0,uint16,False
fflzm764,128,128,52,2.129159927368164,2.129159927368164,3.0,851968,272.532470703125,272.532470703125,156.0,uint16,False
jwtektsg,128,128,45,2.4150900840759277,2.4150900840759277,3.0,737280,309.13153076171875,309.13153076171875,135.0,uint16,False
7fxzv4u3,128,128,45,1.6535199880599976,1.6535199880599976,3.0,737280,211.6505584716797,211.6505584716797,135.0,uint16,False
bbxux1ox,128,128,46,1.7495800256729126,1.7495800256729126,3.0,753664,223.9462432861328,223.9462432861328,138.0,uint16,False
rwk8r2yk,128,128,48,1.5025800466537476,1.5025800466537476,3.0,786432,192.3302459716797,192.3302459716797,144.0,uint16,False
ccprhvlz,128,128,50,1.6054799556732178,1.6054799556732178,3.0,819200,205.50143432617188,205.50143432617188,150.0,uint16,False
049enulq,128,128,45,1.5780500173568726,1.5780500173568726,3.0,737280,201.9904022216797,201.9904022216797,135.0,uint16,False
jidknwi5,128,128,90,1.468269944190979,1.468269944190979,1.5,1474560,187.9385528564453,187.9385528564453,135.0,uint16,False
flul1rsr,128,128,52,1.6878299713134766,1.6878299713134766,3.0,851968,216.042236328125,216.042236328125,156.0,uint16,False
la8s8hmb,128,128,56,1.6466599702835083,1.6466599702835083,3.0,917504,210.77247619628906,210.77247619628906,168.0,uint16,False
r5xqt4p5,128,128,90,1.468269944190979,1.468269944190979,1.5,1474560,187.9385528564453,187.9385528564453,135.0,uint16,False
01nouhtc,128,128,90,1.468269944190979,1.468269944190979,1.5,1474560,187.9385528564453,187.9385528564453,135.0,uint16,False
s1k9ye9o,128,128,90,1.468269944190979,1.468269944190979,1.5,1474560,187.9385528564453,187.9385528564453,135.0,uint16,False
2m71hssb,128,128,51,1.6878299713134766,1.6878299713134766,3.0,835584,216.042236328125,216.042236328125,153.0,uint16,False
elrqvslw,128,128,90,1.468269944190979,1.468269944190979,1.5,1474560,187.9385528564453,187.9385528564453,135.0,uint16,False
f90km3tz,128,128,88,1.468269944190979,1.468269944190979,1.5,1441792,187.9385528564453,187.9385528564453,132.0,uint16,False
k3ny9v20,128,128,90,1.468269944190979,1.468269944190979,1.5,1474560,187.9385528564453,187.9385528564453,135.0,uint16,False
yar821uz,128,128,90,1.468269944190979,1.468269944190979,1.5,1474560,187.9385528564453,187.9385528564453,135.0,uint16,False
vgww4fyb,128,128,70,2.3601999282836914,2.3601999282836914,3.0,1146880,302.1055908203125,302.1055908203125,210.0,uint16,False
8dalfyo1,128,128,90,1.468269944190979,1.468269944190979,1.5,1474560,187.9385528564453,187.9385528564453,135.0,uint16,False
750cehlx,128,128,90,1.468269944190979,1.468269944190979,1.5,1474560,187.9385528564453,187.9385528564453,135.0,uint16,False
slg6mm1z,128,128,90,1.468269944190979,1.468269944190979,1.5,1474560,187.9385528564453,187.9385528564453,135.0,uint16,False
xyvgiui9,128,128,57,1.8820899724960327,1.8820899724960327,3.0,933888,240.9075164794922,240.9075164794922,171.0,uint16,False
kkhzlm72,128,128,90,1.468269944190979,1.468269944190979,1.5,1474560,187.9385528564453,187.9385528564453,135.0,uint16,False
jeyn9382,128,128,51,1.7152700424194336,1.7152700424194336,3.0,835584,219.5545654296875,219.5545654296875,153.0,uint16,False
kkzmpjrh,128,128,49,1.5780500173568726,1.5780500173568726,3.0,802816,201.9904022216797,201.9904022216797,147.0,uint16,False
t7zewviy,128,128,45,1.6054799556732178,1.6054799556732178,3.0,737280,205.50143432617188,205.50143432617188,135.0,uint16,False
twbozd1a,128,128,45,1.5780500173568726,1.5780500173568726,3.0,737280,201.9904022216797,201.9904022216797,135.0,uint16,False
t7o75rh8,128,128,90,1.468269944190979,1.468269944190979,1.5,1474560,187.9385528564453,187.9385528564453,135.0,uint16,False
lx6dut07,128,128,45,2.126919984817505,2.126919984817505,3.0,737280,272.2457580566406,272.2457580566406,135.0,uint16,False
6g5g79or,128,128,45,2.017159938812256,2.017159938812256,3.0,737280,258.19647216796875,258.19647216796875,135.0,uint16,False
7875aud9,128,128,45,1.591770052909851,1.591770052909851,3.0,737280,203.74656677246094,203.74656677246094,135.0,uint16,False
k9tr74qg,128,128,45,1.6946899890899658,1.6946899890899658,3.0,737280,216.92031860351562,216.92031860351562,135.0,uint16,False
efqjg02u,128,128,90,1.468269944190979,1.468269944190979,1.5,1474560,187.9385528564453,187.9385528564453,135.0,uint16,False
1g463sdy,128,128,90,1.468269944190979,1.468269944190979,1.5,1474560,187.9385528564453,187.9385528564453,135.0,uint16,False
gfliji18,128,128,128,2.299999952316284,2.299999952316284,2.299999952316284,2097152,294.3999938964844,294.3999938964844,294.3999938964844,uint16,True
k0axycel,128,128,128,2.299999952316284,2.299999952316284,2.299999952316284,2097152,294.3999938964844,294.3999938964844,294.3999938964844,uint16,True
os6zle6k,128,128,128,2.299999952316284,2.299999952316284,2.299999952316284,2097152,294.3999938964844,294.3999938964844,294.3999938964844,uint16,True
whef0vot,128,128,128,2.299999952316284,2.299999952316284,2.299999952316284,2097152,294.3999938964844,294.3999938964844,294.3999938964844,uint16,True
qtxhi15c,128,128,128,2.299999952316284,2.299999952316284,2.299999952316284,2097152,294.3999938964844,294.3999938964844,294.3999938964844,uint16,True
qzcuctsu,128,128,128,2.299999952316284,2.299999952316284,2.299999952316284,2097152,294.3999938964844,294.3999938964844,294.3999938964844,uint16,True
flsehuds,128,128,128,2.299999952316284,2.299999952316284,2.299999952316284,2097152,294.3999938964844,294.3999938964844,294.3999938964844,uint16,True
3qsqcq30,128,128,128,2.299999952316284,2.299999952316284,2.299999952316284,2097152,294.3999938964844,294.3999938964844,294.3999938964844,uint16,True
o30ubmc9,128,128,128,2.299999952316284,2.299999952316284,2.299999952316284,2097152,294.3999938964844,294.3999938964844,294.3999938964844,uint16,True
7c7bo119,128,128,128,2.299999952316284,2.299999952316284,2.299999952316284,2097152,294.3999938964844,294.3999938964844,294.3999938964844,uint16,True
xp9n56ny,128,128,128,2.299999952316284,2.299999952316284,2.299999952316284,2097152,294.3999938964844,294.3999938964844,294.3999938964844,uint16,True
xtxmgtt0,128,128,128,2.299999952316284,2.299999952316284,2.299999952316284,2097152,294.3999938964844,294.3999938964844,294.3999938964844,uint16,True
iaakytt3,128,128,128,2.299999952316284,2.299999952316284,2.299999952316284,2097152,294.3999938964844,294.3999938964844,294.3999938964844,uint16,True
imj70e3p,128,128,128,2.299999952316284,2.299999952316284,2.299999952316284,2097152,294.3999938964844,294.3999938964844,294.3999938964844,uint16,True
15ahdbvz,128,128,128,2.299999952316284,2.299999952316284,2.299999952316284,2097152,294.3999938964844,294.3999938964844,294.3999938964844,uint16,True
b0oih5cs,128,128,128,2.299999952316284,2.299999952316284,2.299999952316284,2097152,294.3999938964844,294.3999938964844,294.3999938964844,uint16,True
k30lvylk,128,128,128,2.299999952316284,2.299999952316284,2.299999952316284,2097152,294.3999938964844,294.3999938964844,294.3999938964844,uint16,True
fxhkc856,128,128,128,2.299999952316284,2.299999952316284,2.299999952316284,2097152,294.3999938964844,294.3999938964844,294.3999938964844,uint16,True
wpr97y2l,128,128,128,2.299999952316284,2.299999952316284,2.299999952316284,2097152,294.3999938964844,294.3999938964844,294.3999938964844,uint16,True
ofn1r4kz,128,128,128,2.299999952316284,2.299999952316284,2.299999952316284,2097152,294.3999938964844,294.3999938964844,294.3999938964844,uint16,True
36u8ueih,128,128,128,2.299999952316284,2.299999952316284,2.299999952316284,2097152,294.3999938964844,294.3999938964844,294.3999938964844,uint16,True
x74d0gjy,128,128,128,2.299999952316284,2.299999952316284,2.299999952316284,2097152,294.3999938964844,294.3999938964844,294.3999938964844,uint16,True
v5g10ur5,128,128,128,2.299999952316284,2.299999952316284,2.299999952316284,2097152,294.3999938964844,294.3999938964844,294.3999938964844,uint16,True
l8a78e9r,128,128,128,2.299999952316284,2.299999952316284,2.299999952316284,2097152,294.3999938964844,294.3999938964844,294.3999938964844,uint16,True
ivh6t1nt,128,128,128,2.299999952316284,2.299999952316284,2.299999952316284,2097152,294.3999938964844,294.3999938964844,294.3999938964844,uint16,True
mjsrd9q4,128,128,128,2.299999952316284,2.299999952316284,2.299999952316284,2097152,294.3999938964844,294.3999938964844,294.3999938964844,uint16,True
