uid,shift_mm
cdyk0x65,8.717797887081348
mufm8zov,0.0
7ln23y30,0.0
ysxpnngh,6.0
8riec4d1,7.483314773547883
45bm1enf,4.0
313fpoyi,7.483314773547883
pk0qtl3q,0.0
4n89qkns,2.8284271247461903
832ejx5t,0.0
d44k1j6f,12.165525060596439
p8hqmabs,4.0
i9nb74x2,0.0
ek3zezqa,0.0
cj4t0sek,4.898979485566356
kbp2qd6v,0.0
asifpwio,4.898979485566356
xd9css9t,0.0
oqw9ja2m,4.47213595499958
0w10lbt3,0.0
g2qzw3c1,0.0
qkbhb7s9,0.0
t64z7w2s,0.0
ehe2atn2,0.0
twdl9zs1,0.0
3c9xqym5,0.0
2xg8p6be,4.898979485566356
fflzm764,6.0
jwtektsg,4.47213595499958
7fxzv4u3,0.0
bbxux1ox,6.0
rwk8r2yk,0.0
ccprhvlz,6.324555320336759
049enulq,0.0
jidknwi5,8.48528137423857
flul1rsr,6.324555320336759
la8s8hmb,10.198039027185569
r5xqt4p5,0.0
01nouhtc,4.898979485566356
s1k9ye9o,0.0
2m71hssb,4.898979485566356
elrqvslw,0.0
f90km3tz,9.797958971132712
k3ny9v20,0.0
yar821uz,0.0
vgww4fyb,0.0
8dalfyo1,0.0
750cehlx,0.0
slg6mm1z,0.0
xyvgiui9,8.48528137423857
kkhzlm72,3.4641016151377544
jeyn9382,4.0
kkzmpjrh,6.6332495807108
t7zewviy,0.0
twbozd1a,0.0
t7o75rh8,0.0
lx6dut07,0.0
6g5g79or,7.483314773547883
7875aud9,0.0
k9tr74qg,6.324555320336759
efqjg02u,0.0
1g463sdy,7.211102550927978
gfliji18,0.0
k0axycel,0.0
os6zle6k,0.0
whef0vot,0.0
qtxhi15c,0.0
qzcuctsu,0.0
flsehuds,3.4641016151377544
3qsqcq30,0.0
o30ubmc9,2.8284271247461903
7c7bo119,0.0
xp9n56ny,0.0
xtxmgtt0,0.0
iaakytt3,6.6332495807108
imj70e3p,4.47213595499958
15ahdbvz,0.0
b0oih5cs,6.324555320336759
k30lvylk,0.0
fxhkc856,0.0
wpr97y2l,0.0
ofn1r4kz,0.0
36u8ueih,0.0
x74d0gjy,0.0
v5g10ur5,0.0
l8a78e9r,0.0
ivh6t1nt,0.0
mjsrd9q4,0.0
6nouhfj7,0.0
upfln4rx,0.0
yj38xrg2,0.0
gzr7txcb,0.0
48y1o4iz,0.0
asnwywrr,0.0
atatj9a3,0.0
y36ddfgs,0.0
3jonou9i,0.0
y4x41dnt,0.0
cagrp2u4,0.0
dtbh55rb,0.0
c76ub7l8,0.0
v1zocfi4,0.0
o6l1f90s,0.0
9bp4m18o,0.0
1bj9rm7p,0.0
yxdw2zcf,12.96148139681572
zw0ldalm,0.0
jegqtoam,7.211102550927978
dvlnknd6,0.0
69ugnekr,0.0
cpprcjiw,0.0
vhdk8lw2,3.4641016151377544
lm349el8,0.0
hl88kzru,0.0
yt8qzpky,0.0
32orwixz,0.0
2c9ros7y,0.0
t2m6twd1,0.0
xmxb9yo1,0.0
8pajssuu,16.1245154965971
qo1vsmad,0.0
o8e7flqh,7.483314773547883
rrpzlk3e,0.0
4xyf9igf,0.0
u8iogxpb,0.0
whvnzh13,0.0
cd5glqj5,0.0
sxvwvm4w,0.0
3zkwdeek,0.0
gyspengw,0.0
yx9trflq,2.0
bmae38sr,0.0
yo4rcb1k,0.0
jtgq01te,0.0
e13n3bzt,0.0
9d31k9qm,0.0
3p91i3vm,0.0
zwffhhcm,0.0
ktlzkj49,0.0
yd82795e,0.0
5iz31yru,0.0
joqw5dsk,0.0
7n8la100,0.0
qxmcthph,0.0
j3muurmy,0.0
bd2qe4pa,0.0
8hyexf7j,0.0
xjn6fokz,4.898979485566356
ixzareiy,0.0
az39pecn,0.0
0dl5e11e,8.246211251235321
9ftaxp0w,0.0
foy4dd1v,0.0
n8lfjdtv,5.656854249492381
v2y4xkss,12.96148139681572
0kb68rer,0.0
vt997e4u,0.0
ny181acj,0.0
bc2swsoz,0.0
ctwjlsh3,0.0
tow4ycz0,0.0
4cdpqvl0,0.0
0ezzf8s2,0.0
zge2j51b,0.0
3jczucqm,0.0
runjdu0i,0.0
sb5iqnf7,0.0
4t60ploz,0.0
jcns6g29,0.0
8cqk4lta,0.0
hukwqvr1,0.0
h61iaoim,0.0
458ax40d,0.0
tirc9zd7,0.0
6szn9dde,0.0
3cup8ijl,0.0
2z0ljch2,0.0
vffqot8h,0.0
ljefy3zb,0.0
4ldimsyj,0.0
9boq0iq2,6.324555320336759
fa39e3nw,0.0
xuj3ac6p,4.47213595499958
e63lbqgu,10.392304845413264
3obyghgk,0.0
5bwikotc,0.0
keh5sw22,0.0
92mtr6sn,12.328828005937952
glh62c9t,0.0
199dxj37,0.0
c9h42m44,0.0
gv3z6bz8,0.0
uug95rlr,0.0
dihsa7he,0.0
z74lav71,0.0
448n7odk,13.564659966250536
ef828xg8,0.0
y72ivgly,0.0
e088o98b,0.0
v78hu7f0,0.0
i9g5dzx5,0.0
qjicjdan,5.656854249492381
085rntdr,0.0
5xyfc4kl,0.0
8cgn0t6d,0.0
vwrb7f6f,6.0
dhgzz0jk,0.0
ibu4fmpk,0.0
xvhagkc4,0.0
lorxdtg5,0.0
nqjqijc1,0.0
ydmt8vt4,0.0
3pt5r5rc,0.0
6zs62ywe,0.0
1g983ep9,0.0
p9w4j66c,12.649110640673518
noljq52w,0.0
spofv177,0.0
udktmonr,0.0
vbjfvyb6,0.0
li076a3k,0.0
krzd5e9p,0.0
3jpxgh30,0.0
153sflse,0.0
45bg34iq,0.0
7zj3sweb,0.0
nvg5vmf6,0.0
0yknfu84,0.0
xyjoa21a,0.0
6xvaj2k8,14.0
xpnmjqy3,0.0
odsx4nxv,10.0
kdc9x5jz,0.0
6kf1622v,0.0
xyzx9jpn,0.0
bzug0it2,0.0
6ys445gd,0.0
ej31gymd,0.0
m0l2ljk4,4.47213595499958
q5v7c6s5,0.0
nkb4ehou,0.0
6qlz2rwg,6.324555320336759
waj1g1r1,0.0
dwwo8nbh,0.0
nal3gywi,0.0
ymenvg3k,0.0
k0vm59m6,0.0
mg87oi0e,4.0
0vgnxb5j,0.0
tb9xxayp,0.0
ntrfzwkx,0.0
xjve3dze,0.0
edhhjshz,0.0
kbrh7lay,0.0
64yfds0d,0.0
ji9kqdgb,6.324555320336759
k2l0d1b4,0.0
xgmpw5d3,0.0
go8jn42x,0.0
2ezc7fov,0.0
2ygnmby4,0.0
9e7eobjl,21.540659228538015
zy1uu9ym,0.0
szdximyn,0.0
4u9bxf44,0.0
5cri8bix,0.0
oiq2q4qe,0.0
rxdouadv,0.0
ei3zrrhf,0.0
4abufwbu,0.0
cjg8vuaz,0.0
xkdq95g3,0.0
v23gxj0m,0.0
qvindh4s,2.8284271247461903
pfdrwb2s,0.0
erev361x,0.0
snbti22n,0.0
v01zderi,0.0
4k5ogz2u,0.0
eaxylnfx,2.0
j4pnjy1o,0.0
2rntjlmz,0.0
04x0qzfh,0.0
omtzzf8a,0.0
df7pchcb,0.0
n9wszv83,0.0
xphx2kbv,2.0
sigbiaf9,0.0
2movs0cd,0.0
k36m8jvh,0.0
7ujodck8,0.0
2853uy8u,0.0
118qqvae,0.0
cw9yil8s,4.47213595499958
a3idy3c7,0.0
rm6j8y6r,0.0
h05hhiwf,0.0
d7yxw1tb,0.0
rwr965r9,0.0
6khub2rt,0.0
soyg9zqy,3.4641016151377544
ahulwjti,4.898979485566356
qwnrhzn4,0.0
kgeuidji,4.47213595499958
pnf8f3gr,0.0
94sz2kuu,0.0
oyc3rwqm,5.656854249492381
mu7jae58,4.0
huxg2myr,0.0
06nkwfg3,4.0
mwu4cfil,12.328828005937952
kjxjq5nv,0.0
cgdc5tao,0.0
1cjfx5li,0.0
kwe4bx4l,0.0
r9tjq8zg,0.0
vwwusxlm,6.0
t2pnjka3,0.0
4mqa78ra,0.0
pkianouo,0.0
f0onjpi1,0.0
63yk03o4,0.0
gkwwjwga,0.0
btgdjz0i,0.0
frml29q2,0.0
l48c1cqg,0.0
433e1i1p,0.0
0bq1s9ry,0.0
llwb7sjw,0.0
h55hewlg,0.0
je2ab2rv,10.198039027185569
ndfdw79w,0.0
cxz2ei92,0.0
12pgyme6,0.0
rpkzggm0,2.8284271247461903
j36tcfkj,0.0
nawnga41,15.748015748023622
izxtnsrt,0.0
wlxdsc4e,0.0
5hrdu4xs,0.0
zjnvc7hr,4.898979485566356
6c2cu7on,0.0
z3jbck88,6.6332495807108
d0tgsiwg,10.198039027185569
0odwmqx5,0.0
ggomf9pm,0.0
l9ln1p0v,0.0
uh17j8qo,0.0
09vs9kkh,0.0
4a3yjtu7,0.0
fbmenui3,0.0
do7002g3,0.0
yu6vk0uc,0.0
c1m3o55i,8.48528137423857
xva1nkbt,0.0
fshb0oqv,0.0
shkoecub,0.0
ods1eeur,0.0
xhw0ic1l,0.0
7dypmlva,0.0
k9w9pfb3,0.0
hn14eb87,0.0
53ayeqah,0.0
thsjr0fz,0.0
auxbgk2w,0.0
bxanj4x5,0.0
a5xin9dl,0.0
5tgsq7ai,0.0
tmofmmwi,0.0
9s3w563b,0.0
tkf6xdn8,0.0
wwiif86l,0.0
thet25lz,0.0
se99f77l,0.0
u8el5015,0.0
oop767j2,10.770329614269007
dg1wjuii,0.0
ymyrsvzn,0.0
4regb1aj,0.0
o091c795,0.0
rlqiob0n,0.0
lw0vs52s,0.0
q3b9so0u,12.0
swbkok3q,0.0
pwbsf3q0,0.0
e27zeoqg,0.0
vzhqjy62,0.0
zeeqnsn2,0.0
s8nn16ux,0.0
f5gzpl1q,0.0
weehwjq4,0.0
ta5ivroc,0.0
xb4y4k7b,0.0
pgyvyv2g,0.0
qu7dknnc,0.0
ptkezjss,0.0
zwd0w9ry,0.0
79kvls9m,0.0
euswrgvz,0.0
9aawe429,4.0
omuwahk2,0.0
lslaym0w,0.0
bglmy62x,0.0
rw6tm2o0,0.0
4k0lthy2,6.928203230275509
5m8kb9w4,0.0
uov51zlb,0.0
oriq8hke,0.0
226parsg,0.0
70s1f537,0.0
ye0qzsa7,0.0
yvdqbsxl,0.0
ul6lgjlp,0.0
efjawshm,14.142135623730951
lfzkicwm,0.0
peqydbpg,0.0
vv4zwl3z,0.0
yt91qe37,0.0
qqyzqii4,0.0
w6ozx25q,0.0
brmqg1ve,0.0
d32lx2to,0.0
owt9nm3v,0.0
2p2tixc7,4.47213595499958
urvqt3g8,6.324555320336759
cd31nrxd,0.0
356wafft,0.0
ouhylu6k,0.0
7p9mda9o,0.0
ekntbz3m,0.0
55izolnn,6.0
txrgn74f,0.0
9yecazrp,0.0
9dxoq2vp,0.0
gstqmgvu,0.0
4isotn9u,0.0
zeryf099,0.0
2qc6dr08,5.656854249492381
cw2lbm2q,0.0
sq0p82kb,4.47213595499958
700ucrgb,0.0
93wkcs4k,0.0
ek4aegvf,4.47213595499958
q3jzr25m,0.0
df7fr91i,0.0
pwh0mx1e,0.0
gok01tnz,0.0
rf5a7qy8,0.0
yb7w8p74,0.0
mjdxo100,0.0
vhmygty3,0.0
addqhkga,0.0
d7x48wze,0.0
4ex6u86z,0.0
jq7w7jp6,0.0
1lfc1nlc,0.0
8jpr7vgr,0.0
f1hx6zdc,0.0
ujq6fx7x,0.0
jz6us7rp,0.0
422ta83r,0.0
t8cq1xgb,18.547236990991408
ngz6wmdw,0.0
0fgzvrct,0.0
lt4q9bc2,8.48528137423857
be3yqy5f,0.0
u7bfxq7b,12.806248474865697
zegbl2qg,6.6332495807108
v3dr2h2p,0.0
39yl9ue4,8.246211251235321
21vmefoz,16.61324772583615
tp7bd4w1,4.47213595499958
aragdx5o,18.110770276274835
31yhxso7,0.0
vbgr8w2m,0.0
aietdn1t,0.0
h1xjg2y8,9.38083151964686
rgybxkpm,2.8284271247461903
21b07g2r,7.211102550927978
e6zvlhyl,18.439088914585774
2ld05nhq,0.0
r6f7qnez,8.246211251235321
w9heyce4,0.0
qgm5v2ww,4.898979485566356
g84d4r9v,0.0
4k00ilu6,15.748015748023622
vfua9bq1,7.483314773547883
btr23qiu,14.560219778561036
a08ekxdr,10.198039027185569
kz40aq15,0.0
o2nqw4c6,6.0
lbpj8t22,14.560219778561036
c50b8y5d,9.16515138991168
nwnguczh,7.211102550927978
9ier7u8h,0.0
0imjyjcm,16.61324772583615
rsezytkw,11.489125293076057
2837c6qc,4.0
6k8djzr5,14.0
swk8temp,11.832159566199232
xkc5i8xo,8.246211251235321
mxlvz4qk,4.0
e2gjr81b,10.198039027185569
mqf7zk94,2.8284271247461903
yxfiblej,10.392304845413264
gublmntf,5.656854249492381
k7orfqla,0.0
09lzrk79,0.0
ufu6py06,0.0
ftlo4qdb,0.0
xvh7katq,8.48528137423857
ydshlv76,0.0
mf4nnkm9,8.48528137423857
5d0p92k3,0.0
8p6fvdhr,9.16515138991168
59c81do6,0.0
ouz1egnt,2.8284271247461903
b34kuqaa,3.4641016151377544
j84rx6pr,0.0
yiej9c0u,12.806248474865697
u5wryesu,8.717797887081348
4fcl5efj,10.954451150103322
p6mkt7s1,10.0
gd1t53yk,6.0
yydu3asn,4.898979485566356
rm6dfhg6,0.0
w3stt1eq,4.47213595499958
c37rln36,10.0
v1mzb3i4,0.0
fieecy2c,8.246211251235321
11bd2sce,0.0
jcy127h6,10.954451150103322
gmd478mf,0.0
s0iuduah,0.0
gk6t9dhs,5.656854249492381
znvp8gmn,0.0
hie9ede1,0.0
zublekvl,8.246211251235321
9ptk4gc4,0.0
ryg9rdpx,16.24807680927192
dfovd79c,8.246211251235321
9mv9e40k,10.392304845413264
zuj2xorv,4.47213595499958
ork1djrw,10.770329614269007
edbcy8ny,10.198039027185569
fwdc112h,12.165525060596439
xrjm4t8b,16.73320053068151
p6nlnqbu,0.0
4kzrezrd,6.324555320336759
yxyur4so,6.0
r8wm9lbb,6.324555320336759
4m0a6mdm,8.717797887081348
mmxixv6c,0.0
kmalq5u6,12.165525060596439
jzv9nou3,10.392304845413264
dyms1mwn,10.0
pr424tkb,0.0
9oi0d4dm,4.47213595499958
c2rh2xk2,0.0
pthowq1g,8.0
az5uh80q,0.0
7tw1puws,0.0
nffykpl3,0.0
cho3xjvo,10.392304845413264
egi3qupx,0.0
bfej2xg4,16.0
8ra4dv56,8.94427190999916
onxd70fe,6.324555320336759
07s387j5,0.0
ie3lvo0i,0.0
pfg8pjvr,0.0
n8lpy857,10.0
nz3a8v4x,16.1245154965971
7y2itl8n,0.0
3e54n6o9,10.954451150103322
jd3ih66w,15.231546211727817
51ob537q,7.483314773547883
o4z533zs,7.211102550927978
mv30qabx,11.661903789690601
w2eowlcf,10.954451150103322
s8314y2l,12.165525060596439
r0jy32ho,0.0
g585i87x,10.198039027185569
w69hzgop,0.0
jdn8ezp7,4.898979485566356
qyezg52k,8.246211251235321
re4v9kyp,6.0
ofkjw6ny,0.0
qaelyyzz,12.328828005937952
0jdcli69,21.540659228538015
78v0bjwk,14.2828568570857
on8uujs7,10.198039027185569
5eltfebe,18.867962264113206
5407k5w1,0.0
jl6l91f4,7.211102550927978
x2bfibjz,10.198039027185569
p97bmzrr,8.0
45ed5ggs,14.2828568570857
j6vv8suo,14.560219778561036
c1y5ayyo,6.324555320336759
v84fc3xq,0.0
8va8x8l0,0.0
08uhbxlb,12.328828005937952
c8nog85d,10.198039027185569
4f2k1xer,10.198039027185569
p3lyex3s,7.483314773547883
r5rup13w,0.0
ppbmqiyf,7.483314773547883
rwskp6rf,0.0
e64skbcb,0.0
dpdxujjc,0.0
sexggoc5,0.0
kvqywj85,7.483314773547883
gg0v5dta,18.0
egry58vr,0.0
w9myyoke,18.439088914585774
aea84hxx,0.0
pw2gkqra,12.328828005937952
ffz8q4vh,6.6332495807108
u4bawz94,0.0
0vtkrrvw,0.0
y3rztplc,0.0
6prr7mza,16.61324772583615
kgmih6mv,0.0
4xekz83y,0.0
0224wk0y,0.0
ehvdo9kh,0.0
ba5mf36b,14.560219778561036
cpweijmm,8.717797887081348
b5jfysyz,0.0
7pq4ddv2,10.770329614269007
83bdw56f,7.483314773547883
kps0dxme,8.48528137423857
4po1i3ms,17.204650534085253
dn1mxf1p,0.0
i2ooq42n,0.0
bfa37dl9,26.076809620810597
fc1xx6cw,0.0
zxskoytk,10.954451150103322
06akt7zq,0.0
ht2xz52o,0.0
hkbm00e9,19.697715603592208
kdts1fb2,14.0
vi109dcn,0.0
wmbxek0q,7.483314773547883
929u6wtv,14.142135623730951
mk2zyzsi,0.0
lu3ndz3c,0.0
c5rqnsvs,8.246211251235321
ojrpp7r9,0.0
3fezez5e,10.770329614269007
hr07n8vo,4.47213595499958
eubfn9kr,4.898979485566356
2fvb66h3,0.0
rem5puu6,12.328828005937952
2rzv1sqq,0.0
q5l2xoio,0.0
t860x5zu,0.0
2zueugwu,12.328828005937952
bugr6e7g,0.0
a2iz5p3v,0.0
ob5apo4l,4.47213595499958
jedgfjdl,0.0
ogwlacol,5.656854249492381
oln3eh1v,0.0
r1necqor,8.246211251235321
oi5j8yit,0.0
2kodwh8n,0.0
92tp6qaq,10.0
3k8a7rv4,10.198039027185569
nmwvsb0u,0.0
koefukpv,0.0
8lymj1qi,4.47213595499958
9mqvayxa,12.328828005937952
r6yo6z1t,10.770329614269007
2xcb3yym,10.0
33mg1zaq,7.483314773547883
7qhak7md,12.806248474865697
wkzirnk6,2.8284271247461903
zhh3o5ur,3.4641016151377544
txuyucec,0.0
juis2gy9,0.0
ytjuq7x7,0.0
b7p9jyqn,0.0
15ikpqah,0.0
cua09pci,6.324555320336759
flwdr3vw,0.0
mjdimbm2,0.0
71w1wudc,15.748015748023622
bl4ce7pk,8.246211251235321
wcyuknd1,8.94427190999916
ivxan25w,0.0
m72qlgdv,0.0
c2guwjp0,4.47213595499958
qi2clp81,20.493901531919196
l51flmna,14.0
vycs44ph,10.0
h62myz9v,0.0
lu8wpfq2,6.6332495807108
bhaiiwi0,0.0
8l0hg9nc,0.0
bekgv1bb,0.0
hg5zmtga,0.0
46ayn2d7,5.656854249492381
ki3x7995,12.649110640673518
5cf72gnn,8.246211251235321
v9ibwgt2,10.198039027185569
lb25485h,0.0
cqxcs1xs,0.0
rqlnzzrj,6.6332495807108
o7vbhh5o,4.0
l5u7nted,16.1245154965971
qmvqwpqo,12.328828005937952
2lngixmc,0.0
4sx27dcb,0.0
om2zkf5b,0.0
1sa3y5t3,0.0
7szpf9s9,0.0
ehwhg0u4,0.0
3qlx3f2x,0.0
hdcv4bkt,0.0
cv1ltwbj,0.0
9uu2bl7a,0.0
mkoh109z,0.0
do0d3fvn,0.0
v4kfq5dz,0.0
53x1f8s0,0.0
x7m2mm4p,0.0
61nhvcfw,0.0
r2f5t82d,0.0
dl7fkndg,0.0
1jrj5xfe,0.0
ub4o47en,4.47213595499958
48nysj5y,0.0
wx0i3a4k,0.0
focnqdqx,0.0
6qd0771h,0.0
ll9rzrkb,0.0
fqxlbvn7,0.0
nprb58yj,0.0
wdcokz5s,0.0
yj3d6m1f,0.0
mpryfzmy,8.48528137423857
oa2vcywl,0.0
9700lfqf,0.0
5e8osaq3,0.0
eq8dh9pt,0.0
fnm88ua3,0.0
a6s5zxqo,0.0
mts1egpg,0.0
vtn4ypkw,0.0
7493dxwo,0.0
r17dpubk,0.0
piqnhqe8,0.0
6o3z0ani,0.0
k5j42oi6,0.0
oafn33vm,0.0
89i9gx32,4.47213595499958
uew9g6sp,0.0
d2sw24wj,0.0
t8hdpwvb,2.8284271247461903
z7cn0eqw,6.6332495807108
mi6kti22,7.483314773547883
1xj7wwud,10.198039027185569
qvdk6drn,0.0
4orac8cy,0.0
nl63gagu,0.0
vb99rwtf,0.0
07gbasf5,0.0
ehlh07jr,0.0
8mtk0rso,0.0
ggy5kov1,7.211102550927978
l28r5p03,0.0
wvpunwcg,0.0
bsvk3x8m,0.0
bgl2mcxn,0.0
2elalq26,0.0
unvsdkv5,0.0
4c6p1llh,0.0
2r9pegln,0.0
ukx496k4,0.0
o67bxcd2,0.0
0j1oulwo,0.0
zq48enwb,0.0
badlypgg,0.0
6n6975j2,14.696938456699069
d8clw3jg,0.0
eqe5158o,0.0
qesux9l0,0.0
ijkcu5x0,7.211102550927978
hc8cah3g,0.0
dhvs41lq,2.8284271247461903
fs6hn95s,0.0
2gkfl5xf,0.0
50i6gbxq,0.0
j7dpfssb,0.0
jdx0pkov,0.0
trpyx8hb,0.0
bjcdiwzo,0.0
d05jh2mk,0.0
v0dszrk6,0.0
ilcg6far,6.0
mgjcy4v8,0.0
urid3u94,0.0
sgfdk0q0,4.47213595499958
9jrnamz6,0.0
146vey0a,0.0
94xfri09,0.0
m0g8w85y,0.0
6q8sjy5o,0.0
p9lbsmwp,0.0
q82k8ryq,0.0
f8wxkk2a,0.0
bkvblpxa,0.0
jmk4x1fd,0.0
j9hvchrm,0.0
3wp8djkl,0.0
uyluyhet,0.0
kduwtn5p,0.0
epl7zqpp,0.0
oau8p1wk,0.0
isetuk1o,0.0
oa35qbb3,0.0
xmdkrlc0,0.0
y0bhf0ri,0.0
y4kl9ary,0.0
eavedhr3,0.0
pceo934t,0.0
3y4wpwg3,0.0
xg0trky8,0.0
ryozdppb,0.0
quakx6wb,0.0
68q0j9m4,0.0
smzocxmz,0.0
mz2k1ko6,0.0
xnqxu71s,0.0
el8mwob4,0.0
fdd7r193,0.0
0i6g61pc,0.0
we4c1v47,0.0
lzn9uhjp,0.0
khf33guw,0.0
yh36motc,0.0
g06xr3ur,0.0
mwuecpnc,0.0
c2keivli,0.0
77jzc58c,0.0
u47soczd,0.0
q7jbmjm1,0.0
ft07x5ic,0.0
86z1b98v,0.0
wct8jbbs,0.0
xpk48ab1,0.0
3t4y0tb1,0.0
zppep69n,0.0
gpcivi05,0.0
2u9az3ce,0.0
gbmxikvr,0.0
ecjtr0m6,0.0
hz72kxsj,0.0
zsb6zwkh,0.0
e9i0hn3f,0.0
9zxqerbk,0.0
n3dkvr5n,0.0
bhgpbktm,0.0
av6763v1,0.0
m3pp00cd,0.0
nzy47quu,0.0
sfn07ea2,0.0
8ditmown,0.0
x23veulj,4.898979485566356
gqpq8r4h,0.0
c7jvlcg1,0.0
j5ewfwbe,0.0
by4ubzcz,0.0
jjy4mzvm,0.0
cpsiln3o,2.8284271247461903
x5fl2mox,0.0
q9wfb76a,0.0
v3s2sumh,0.0
3b0n9cc7,0.0
isutp04s,0.0
brspj4ki,0.0
i1nq0ei0,0.0
5nms6xvq,0.0
pu3et1ov,0.0
ejklcp9u,0.0
w165aejt,0.0
70ebpy9e,0.0
576mouze,0.0
66vw9b0m,0.0
qoq4kreg,6.6332495807108
167d6vnx,0.0
npsv8dkm,0.0
u6u4pllg,7.211102550927978
f309hsuw,10.954451150103322
dkejp5k7,10.954451150103322
917xfh41,0.0
a68t2a3a,0.0
h7u0s3kd,0.0
z4ppj590,6.324555320336759
emc20lsj,10.198039027185569
ws1zl7p7,0.0
2l4x5bwa,0.0
en7yjf30,0.0
kh5840ac,0.0
uhgpjnvw,4.47213595499958
rxgkikr2,0.0
omrde51k,0.0
8lxeqlez,0.0
z1r2roik,0.0
s62c1jlo,0.0
po6j0m3l,0.0
oufhw8wl,10.198039027185569
va02dz61,0.0
txsnhft4,0.0
i26lh07b,0.0
a7dorfki,0.0
1ije2xe0,0.0
jdcz1oa3,6.928203230275509
vf02gvll,0.0
sajhjxqk,0.0
d8ur6tia,0.0
rontdi9o,0.0
inuxl39d,0.0
g5rifwr0,0.0
ui1jlmfl,0.0
uoay12tl,0.0
xlzs49cd,0.0
zn1f0fp8,0.0
bpg2r0to,0.0
kpk7yswn,0.0
xfshwzsj,0.0
q77z4es3,6.0
aofc9lgy,0.0
tlcqfmui,0.0
w7j35vlw,0.0
ojtxcf0k,0.0
jd2v1l1v,0.0
j35yrg29,0.0
d2ff5l6b,0.0
spxlseun,0.0
nrlst548,0.0
84z4ur2y,0.0
upmanqy0,0.0
hu97ng0a,0.0
psaldnj7,0.0
vbjrbzjw,0.0
83579wrr,0.0
513bb6f0,0.0
5ep4cwcd,0.0
t9gwa44l,0.0
z6v7s7o4,0.0
yc3s0dpj,0.0
hsg04ajm,8.246211251235321
muzuqed0,0.0
gv812hnc,6.0
0i4x6g1e,0.0
bzgflig5,0.0
gkzjrumx,4.47213595499958
qw3b4nth,4.898979485566356
zm32hzs3,0.0
2d1jqbex,0.0
gfvnnvbz,0.0
w5apmxd6,2.0
lqga3qup,0.0
o4jnmyk8,5.656854249492381
516sp18o,0.0
bs7587h9,8.246211251235321
1el88l12,0.0
qfaf5kci,0.0
hdiy4nrm,0.0
qyz6y3z1,0.0
de1e1630,0.0
pocr0vhv,0.0
1nm3v16x,0.0
eghpmxpk,0.0
n3b8pfy4,5.656854249492381
qcyd52al,0.0
unqr8o1k,0.0
jwv2qnrm,0.0
tn29tnyf,4.47213595499958
