uid,rot_deg,site
349n1d6d,0.0,"(-165.23, -168.78, 2.46, 136)"
356wafft,0.0,"(-315.43, -304.24, 2.46, 256)"
36u8ueih,0.0,"(-11.55, -11.55, 2.3, 128)"
39yl9ue4,12.670262569304567,"(-403.04, 98.81, 3.895, 128)"
3aipjiyl,4.79000929097867,"(-387.32, -233.05, 2.46, 256)"
3b0n9cc7,4.79000929097867,"(-389.78, -233.06, 2.46, 256)"
3c9xqym5,0.0,"(-103.69, 76.05, 1.633, 128)"
3cup8ijl,0.0,"(-11.55, -11.55, 2.3, 128)"
3dg60e1e,4.79000929097867,"(-386.53, -242.54, 2.46, 256)"
3dzxlrgn,0.0,"(-309.1, -329.76, 2.46, 256)"
3e54n6o9,4.0282728440242,"(-293.05, -27.59, 3.895, 128)"
3fezez5e,8.971692299954054,"(-277.31, -14.18, 3.895, 128)"
3g5dfrlw,4.79000929097867,"(-376.28, -247.21, 2.46, 256)"
3hzcd3ge,0.0,"(-285.74, -274.24, 4.42, 128)"
3ifhv1xg,0.0,"(-93.24, 66.13, 1.468, 128)"
3iwpfvb7,0.8147951773276845,"(-199.26, -47.49, 3.296, 128)"
3jczucqm,0.0,"(-11.55, -11.55, 2.3, 128)"
3jonou9i,0.0,"(-11.55, -11.55, 2.3, 128)"
3jpxgh30,0.0,"(-11.55, -11.55, 2.3, 128)"
3k8a7rv4,6.19155677620425,"(-215.35, -128.35, 3.895, 128)"
3kcvjxzd,0.0,"(-170.15, -217.49, 2.46, 140)"
3m9iqbq9,0.0,"(-314.02, -329.76, 2.46, 256)"
3obyghgk,0.0,"(-11.55, -11.55, 2.3, 128)"
3p91i3vm,0.0,"(-11.55, -11.55, 2.3, 128)"
3pt5r5rc,0.0,"(-11.55, -11.55, 2.3, 128)"
3qlx3f2x,0.6413778939419499,"(-145.74, 21.69, 2.398, 128)"
3qsqcq30,0.0,"(-11.55, -11.55, 2.3, 128)"
3t4y0tb1,3.284652249504209,"(-156.13, 27.85, 2.398, 128)"
3uvulemx,0.0,"(-102.38, 78.45, 1.612, 128)"
3vwlo7am,0.0,"(-289.42, -406.02, 2.46, 256)"
3wp8djkl,4.688613607633837,"(-145.64, 21.25, 2.398, 128)"
3xlrfcd6,0.0,"(-93.24, 83.24, 1.468, 128)"
3y4wpwg3,2.487654555193788,"(-169.5, 35.86, 2.398, 128)"
3zkwdeek,0.0,"(-11.55, -11.55, 2.3, 128)"
41ibljh7,0.0,"(-155.87, -165.98, 2.46, 128)"
422ta83r,0.0,"(-317.89, -306.7, 2.46, 256)"
42sihxod,0.0,"(-318.94, -324.84, 2.46, 256)"
433e1i1p,0.0,"(-320.35, -309.16, 2.46, 256)"
448n7odk,0.0,"(-11.55, -11.55, 2.3, 128)"
458ax40d,0.0,"(-11.55, -11.55, 2.3, 128)"
45bg34iq,0.0,"(-11.55, -11.55, 2.3, 128)"
45bm1enf,0.0,"(-103.26, 79.01, 1.626, 128)"
45ed5ggs,7.021206621425452,"(-278.59, -48.18, 3.895, 128)"
46ayn2d7,14.515994355036016,"(-423.93, 132.96, 3.895, 128)"
48nysj5y,9.947471652236631,"(-125.91, 35.31, 2.398, 128)"
48y1o4iz,0.0,"(-11.55, -11.55, 2.3, 128)"
493wxa73,0.0,"(-98.03, 86.37, 1.544, 128)"
4a3yjtu7,0.0,"(-315.43, -301.78, 2.46, 256)"
4abufwbu,0.0,"(-315.43, -309.16, 2.46, 256)"
4c6p1llh,26.70818587550441,"(-211.83, 132.35, 2.398, 128)"
4cdpqvl0,0.0,"(-11.55, -11.55, 2.3, 128)"
4dsxlsut,0.8147951773276845,"(-199.24, -37.64, 3.296, 128)"
4ex6u86z,0.0,"(-315.43, -306.7, 2.46, 256)"
4f2k1xer,8.214575858551607,"(-340.15, 52.53, 3.895, 128)"
4fcl5efj,4.969312455741175,"(-242.61, -76.55, 3.895, 128)"
4isotn9u,0.0,"(-317.89, -309.16, 2.46, 256)"
4ivsolml,0.0,"(-93.24, 76.63, 1.468, 128)"
4jtj27yh,0.0,"(-221.63, -233.23, 3.591, 128)"
4k00ilu6,16.12595126899858,"(-404.84, 88.18, 3.895, 128)"
4k0lthy2,0.0,"(-310.51, -323.92, 2.46, 256)"
4k5ogz2u,0.0,"(-310.51, -323.92, 2.46, 256)"
4kzrezrd,1.5473825316630474,"(-265.34, -43.79, 3.895, 128)"
4ldimsyj,0.0,"(-11.55, -11.55, 2.3, 128)"
4m0a6mdm,9.650731174580024,"(-135.73, -171.45, 3.895, 128)"
4mqa78ra,0.0,"(-315.43, -333.76, 2.46, 256)"
4n89qkns,0.0,"(-95.41, 73.75, 1.503, 128)"
4orac8cy,3.833515281240712,"(-164.0, 46.1, 2.398, 128)"
4po1i3ms,9.795869724648615,"(-337.99, 57.83, 3.895, 128)"
4qxxva2i,0.44514534399621875,"(-244.12, -87.84, 3.895, 128)"
4regb1aj,0.0,"(-315.43, -306.7, 2.46, 256)"
4sx27dcb,2.0210772240950643,"(-241.68, -73.37, 3.895, 128)"
4t60ploz,0.0,"(-11.55, -11.55, 2.3, 128)"
4u9bxf44,0.0,"(-11.55, -11.55, 2.3, 128)"
4uw590z9,0.0,"(-316.48, -327.3, 2.46, 256)"
4vf89x22,0.0,"(-311.56, -324.84, 2.46, 256)"
4wsqt26q,0.0,"(-97.59, 77.89, 1.537, 128)"
4xekz83y,5.968932568124731,"(-192.31, -112.4, 3.895, 128)"
4xyf9igf,0.0,"(-11.55, -11.55, 2.3, 128)"
50i6gbxq,12.762511539549369,"(-159.11, 53.84, 2.398, 128)"
513bb6f0,0.0,"(-314.02, -329.76, 2.46, 256)"
516sp18o,0.0,"(-316.48, -342.06, 2.46, 256)"
51ob537q,9.566356502937692,"(-364.86, 45.66, 3.895, 128)"
53ayeqah,0.0,"(-315.43, -306.7, 2.46, 256)"
53lc58dr,0.0,"(-182.93, -184.08, 2.46, 150)"
53x1f8s0,3.833515281240712,"(-163.06, 14.52, 2.398, 128)"
5407k5w1,6.412718867569306,"(-175.87, -100.01, 3.895, 128)"
55izolnn,0.0,"(-315.43, -309.16, 2.46, 256)"
55j2o7s3,0.49649915254589755,"(-243.45, -76.42, 3.895, 128)"
576mouze,0.0,"(-304.18, -378.96, 2.46, 256)"
59c81do6,3.5030243028199686,"(-200.99, -131.4, 3.895, 128)"
5bwikotc,0.0,"(-11.55, -11.55, 2.3, 128)"
5cf72gnn,13.15244991168397,"(-384.28, 76.73, 3.895, 128)"
5cri8bix,0.0,"(-11.55, -11.55, 2.3, 128)"
5d0p92k3,5.300309060147738,"(-213.17, -76.7, 3.895, 128)"
5e8osaq3,0.6413778939419499,"(-145.74, 11.59, 2.398, 128)"
5eltfebe,7.602523983813857,"(-323.65, 20.09, 3.895, 128)"
5ep4cwcd,4.79000929097867,"(-390.24, -248.39, 2.46, 256)"
5g77lk6h,0.0,"(-314.02, -324.84, 2.46, 256)"
5gqqlyzj,4.79000929097867,"(-383.84, -254.0, 2.46, 256)"
5hrdu4xs,0.0,"(-303.13, -316.54, 2.46, 256)"
5iqvnb4g,0.44514534399621875,"(-244.12, -93.44, 3.895, 128)"
5iz31yru,0.0,"(-11.55, -11.55, 2.3, 128)"
5lxo6qji,0.0,"(-170.63, -171.75, 2.46, 140)"
5m8kb9w4,0.0,"(-315.43, -304.24, 2.46, 256)"
5n9c70pa,0.0,"(-314.02, -332.22, 2.46, 256)"
5nms6xvq,0.0,"(-311.56, -332.22, 2.46, 256)"
5r8vo4kv,0.0,"(-285.74, -274.24, 4.42, 128)"
5so79h4h,0.0,"(-316.48, -324.84, 2.46, 256)"
5tgsq7ai,0.0,"(-315.43, -306.7, 2.46, 256)"
5wh23gxr,0.0,"(-152.93, -156.73, 2.46, 126)"
5x48pw5k,0.0,"(-311.56, -327.3, 2.46, 256)"
5xyfc4kl,0.0,"(-11.55, -11.55, 2.3, 128)"
61nhvcfw,21.509345993464347,"(-91.05, 2.18, 2.398, 128)"
63yk03o4,0.0,"(-312.97, -306.7, 2.46, 256)"
64yfds0d,0.0,"(-11.55, -11.55, 2.3, 128)"
65efuxq9,0.0,"(-162.77, -166.23, 2.46, 134)"
66uml3so,0.0,"(-157.85, -161.45, 2.46, 130)"
66vw9b0m,0.0,"(-309.1, -327.3, 2.46, 256)"
67kbqnxp,0.0,"(-197.21, -246.43, 2.46, 162)"
67xkwq0y,0.0,"(-209.85, -49.85, 3.305, 128)"
68q0j9m4,3.8335152793169915,"(-163.99, 63.93, 2.398, 128)"
69ugnekr,0.0,"(-11.55, -11.55, 2.3, 128)"
6bnvsfa6,0.0,"(-314.02, -329.76, 2.46, 256)"
6c2cu7on,0.0,"(-315.43, -306.7, 2.46, 256)"
6e07fpy1,4.79000929097867,"(-391.81, -238.59, 2.46, 256)"
6g5g79or,0.0,"(-128.09, 63.24, 2.017, 128)"
6ilsidbx,0.0,"(-194.75, -233.03, 2.46, 160)"
6j3rtxym,4.79000929097867,"(-394.67, -233.79, 2.46, 256)"
6jl2l5b5,0.0,"(-311.56, -329.76, 2.46, 256)"
6k8djzr5,13.838157616010767,"(-416.91, 108.9, 3.895, 128)"
6kf1622v,0.0,"(-11.55, -11.55, 2.3, 128)"
6khub2rt,0.0,"(-317.89, -309.16, 2.46, 256)"
6n6975j2,2.711456045503367,"(-171.25, 35.93, 2.398, 128)"
6nouhfj7,0.0,"(-11.55, -11.55, 2.3, 128)"
6o3z0ani,0.6413778939419499,"(-145.74, 12.29, 2.398, 128)"
6po0m24u,0.0,"(-314.02, -327.3, 2.46, 256)"
6prr7mza,5.856357219613988,"(-319.99, 4.89, 3.895, 128)"
6q8sjy5o,4.688613607633837,"(-145.64, 21.65, 2.398, 128)"
6qd0771h,15.666512385697013,"(-145.47, 56.07, 2.398, 128)"
6qlz2rwg,0.0,"(-11.55, -11.55, 2.3, 128)"
6rv9777t,0.0,"(-209.85, -62.45, 3.305, 128)"
6sapbs22,0.0,"(-316.48, -322.38, 2.46, 256)"
6scivuqt,0.0,"(-316.48, -319.92, 2.46, 256)"
6szn9dde,0.0,"(-11.55, -11.55, 2.3, 128)"
6tx0tbkg,0.0,"(-209.85, -48.97, 3.305, 128)"
6uamwjpi,0.0,"(-184.91, -235.22, 2.46, 152)"
6xvaj2k8,0.0,"(-11.55, -11.55, 2.3, 128)"
6ys445gd,0.0,"(-11.55, -11.55, 2.3, 128)"
6zs62ywe,0.0,"(-11.55, -11.55, 2.3, 128)"
700ucrgb,0.0,"(-312.97, -306.7, 2.46, 256)"
70ebpy9e,0.0,"(-314.02, -329.76, 2.46, 256)"
70s1f537,0.0,"(-317.89, -306.7, 2.46, 256)"
71w1wudc,2.5335785570487412,"(-278.15, -55.77, 3.895, 128)"
7493dxwo,7.471060375764076,"(-208.06, 77.17, 2.398, 128)"
750cehlx,0.0,"(-93.24, 93.67, 1.468, 128)"
77jzc58c,2.1686301043045906,"(-149.17, 21.59, 2.398, 128)"
7875aud9,0.0,"(-101.08, 94.61, 1.592, 128)"
78v0bjwk,6.83335267944003,"(-325.34, 12.59, 3.895, 128)"
79kvls9m,0.0,"(-317.89, -306.7, 2.46, 256)"
7ajul7w8,0.0,"(-311.56, -322.38, 2.46, 256)"
7c7bo119,0.0,"(-11.55, -11.55, 2.3, 128)"
7dypmlva,0.0,"(-315.43, -311.62, 2.46, 256)"
7fxzv4u3,0.0,"(-105.0, 81.16, 1.654, 128)"
7hme6p4n,0.0,"(-316.48, -324.84, 2.46, 256)"
7icdo5di,0.0,"(-318.94, -322.38, 2.46, 256)"
7ln23y30,0.0,"(-102.82, 61.51, 1.619, 128)"
7mhxofkc,0.8147951773276845,"(-199.28, -76.61, 3.296, 128)"
7n8la100,0.0,"(-11.55, -11.55, 2.3, 128)"
7p9mda9o,0.0,"(-315.43, -306.7, 2.46, 256)"
7pq4ddv2,4.814970423346276,"(-200.8, -119.41, 3.895, 128)"
7qhak7md,5.73766961082881,"(-251.3, -81.03, 3.895, 128)"
7srcbplj,0.44514534399621875,"(-244.12, -90.54, 3.895, 128)"
7szpf9s9,3.1382675572117096,"(-150.82, 12.4, 2.398, 128)"
7tw1puws,9.297523055463463,"(-352.85, 108.43, 3.895, 128)"
7ujodck8,0.0,"(-317.89, -306.7, 2.46, 256)"
7vxuqdrm,0.0,"(-165.23, -168.77, 2.46, 136)"
7y2itl8n,5.5220341689818735,"(-315.98, 4.56, 3.895, 128)"
7zj3sweb,0.0,"(-11.55, -11.55, 2.3, 128)"
8257ge0q,0.0,"(-221.63, -233.23, 3.591, 128)"
82n2atqy,0.44514534399621875,"(-244.12, -81.54, 3.895, 128)"
832ejx5t,0.0,"(-96.72, 87.12, 1.523, 128)"
83579wrr,0.0,"(-314.02, -327.3, 2.46, 256)"
839ag77q,0.0,"(-255.0, -255.0, 2.0, 128)"
83bdw56f,0.5874717068311983,"(-239.55, -43.5, 3.895, 128)"
84p4k9dx,0.0,"(-311.19, -339.23, 2.46, 256)"
84z4ur2y,0.0,"(-311.56, -327.3, 2.46, 256)"
86z1b98v,10.356968953922804,"(-145.96, 20.48, 2.398, 128)"
873lkmgs,0.8147951773276845,"(-199.28, -60.29, 3.296, 128)"
88k686qe,0.0,"(-314.02, -327.3, 2.46, 256)"
89i9gx32,11.05737624353108,"(-124.14, 24.09, 2.398, 128)"
8b25sq8c,0.44514534399621875,"(-244.12, -88.24, 3.895, 128)"
8b350sgn,5.477895412168888,"(-150.61, 36.8, 2.398, 128)"
8bxy6rkv,0.0,"(-316.48, -312.54, 2.46, 256)"
8cgn0t6d,0.0,"(-11.55, -11.55, 2.3, 128)"
8cqk4lta,0.0,"(-11.55, -11.55, 2.3, 128)"
8dalfyo1,0.0,"(-93.24, 109.14, 1.468, 128)"
8ditmown,0.0,"(-316.48, -327.3, 2.46, 256)"
8fwrpk0z,4.79000929097867,"(-390.19, -228.21, 2.46, 256)"
8guucm5f,0.0,"(-299.26, -337.14, 2.46, 256)"
8hyexf7j,0.0,"(-11.55, -11.55, 2.3, 128)"
8jpr7vgr,0.0,"(-317.89, -306.7, 2.46, 256)"
8jx54peg,0.0,"(-306.64, -339.6, 2.46, 256)"
8l0hg9nc,7.157892998542974,"(-331.41, 12.62, 3.895, 128)"
8llihkpj,0.0,"(-316.07, -321.58, 2.46, 256)"
8lxeqlez,0.0,"(-309.1, -327.3, 2.46, 256)"
8lymj1qi,5.82890732363415,"(-305.99, -26.03, 3.895, 128)"
8mdd4v30,0.0,"(-200.15, -245.47, 2.46, 164)"
8mtk0rso,4.476579361575425,"(-185.1, 52.46, 2.398, 128)"
8oga0x7z,0.0,"(-315.43, -301.78, 2.46, 256)"
8p6fvdhr,3.3572615441565787,"(-239.56, -52.33, 3.895, 128)"
8pajssuu,0.0,"(-11.55, -11.55, 2.3, 128)"
8qfdtn0p,0.0,"(-162.77, -166.57, 2.46, 134)"
8ra4dv56,5.432141630031617,"(-185.19, -140.02, 3.895, 128)"
8riec4d1,0.0,"(-102.82, 82.11, 1.619, 128)"
8va8x8l0,3.5275544878612877,"(-290.83, -26.44, 3.895, 128)"
917xfh41,0.0,"(-311.56, -327.3, 2.46, 256)"
929u6wtv,8.510542388624838,"(-338.58, 17.32, 3.895, 128)"
92mtr6sn,0.0,"(-11.55, -11.55, 2.3, 128)"
92tp6qaq,5.678386666133447,"(-254.53, -66.66, 3.895, 128)"
93wkcs4k,0.0,"(-317.89, -306.7, 2.46, 256)"
948ju63l,0.0,"(-285.74, -274.24, 4.42, 128)"
94sz2kuu,0.0,"(-317.89, -309.16, 2.46, 256)"
94xfri09,2.487654555193788,"(-169.51, 35.63, 2.398, 128)"
96qe3rzs,0.44514534399621875,"(-244.12, -84.94, 3.895, 128)"
9700lfqf,16.206361849572925,"(-211.3, 117.02, 2.398, 128)"
9aawe429,0.0,"(-312.97, -306.7, 2.46, 256)"
9boq0iq2,0.0,"(-11.55, -11.55, 2.3, 128)"
9bp4m18o,0.0,"(-11.55, -11.55, 2.3, 128)"
9d31k9qm,0.0,"(-11.55, -11.55, 2.3, 128)"
9dxoq2vp,0.0,"(-317.89, -328.84, 2.46, 256)"
9e7eobjl,0.0,"(-11.55, -11.55, 2.3, 128)"
9ftaxp0w,0.0,"(-11.55, -11.55, 2.3, 128)"
9ier7u8h,14.419470161274102,"(-61.23, -219.13, 3.895, 128)"
9jrd4hqf,0.0,"(-285.74, -274.24, 4.42, 128)"
9jrnamz6,13.64257630904483,"(-217.57, 112.1, 2.398, 128)"
9kwv08hh,0.44514534399621875,"(-244.12, -75.44, 3.895, 128)"
9lhalckz,0.0,"(-311.56, -327.3, 2.46, 256)"
9mqvayxa,4.109044258896062,"(-234.1, -65.12, 3.895, 128)"
9mv9e40k,3.5030243028199686,"(-200.29, -117.91, 3.895, 128)"
9mx2x18h,0.44514534399621875,"(-244.12, -76.54, 3.895, 128)"
9n6eqv5y,0.0,"(-314.02, -324.84, 2.46, 256)"
9oi0d4dm,7.33751498575831,"(-239.61, -85.66, 3.895, 128)"
9owwew9v,0.0,"(-314.02, -329.76, 2.46, 256)"
9ptk4gc4,8.07266877829469,"(-213.23, -73.05, 3.895, 128)"
9rbsv55p,0.5474698475555495,"(-243.6, -77.62, 3.895, 128)"
9s3w563b,0.0,"(-317.89, -306.7, 2.46, 256)"
9t84azyt,0.0,"(-175.55, -176.88, 2.46, 144)"
9tze5r5u,0.9059538338789318,"(-257.97, -82.05, 3.895, 128)"
9uu2bl7a,8.798303294442432,"(-209.13, 86.1, 2.398, 128)"
9vjuhbp9,0.0,"(-285.74, -274.24, 4.42, 128)"
9yecazrp,0.0,"(-317.89, -306.7, 2.46, 256)"
9zxqerbk,4.79000929097867,"(-386.92, -237.87, 2.46, 256)"
a08ekxdr,0.5874717068311983,"(-239.52, -52.53, 3.895, 128)"
a0mvf4s2,4.79000929097867,"(-394.27, -238.56, 2.46, 256)"
a2iz5p3v,0.5874717060922341,"(-239.54, -58.14, 3.895, 128)"
a3idy3c7,0.0,"(-312.97, -306.7, 2.46, 256)"
a5xin9dl,0.0,"(-320.35, -309.16, 2.46, 256)"
a68t2a3a,4.79000929097867,"(-389.56, -235.89, 2.46, 256)"
a6s5zxqo,3.1401188145575882,"(-165.89, 36.01, 2.398, 128)"
a7dorfki,0.0,"(-314.02, -327.3, 2.46, 256)"
a8d7204j,0.0,"(-314.02, -324.84, 2.46, 256)"
addqhkga,0.0,"(-315.43, -309.16, 2.46, 256)"
aea84hxx,7.9651508961857616,"(-185.37, -121.31, 3.895, 128)"
aeldwqxk,0.0,"(-314.02, -327.3, 2.46, 256)"
afeyuhz1,0.44514534399621875,"(-244.12, -46.64, 3.895, 128)"
ahulwjti,0.0,"(-315.43, -319.0, 2.46, 256)"
aietdn1t,8.015287762343915,"(-329.19, 27.4, 3.895, 128)"
akhejla0,0.0,"(-100.64, 76.92, 1.585, 128)"
aofc9lgy,0.0,"(-314.02, -319.92, 2.46, 256)"
aragdx5o,3.8829860114773416,"(-280.91, -39.64, 3.895, 128)"
asifpwio,0.0,"(-106.3, 63.51, 1.674, 128)"
asnwywrr,0.0,"(-11.55, -11.55, 2.3, 128)"
atatj9a3,0.0,"(-11.55, -11.55, 2.3, 128)"
auxbgk2w,0.0,"(-315.43, -306.7, 2.46, 256)"
av6763v1,0.0,"(-314.02, -322.38, 2.46, 256)"
az39pecn,0.0,"(-11.55, -11.55, 2.3, 128)"
